query,name,lat,lon
"349 Elm St, Syracuse, New York","349, Elm Street, Near Eastside, City of Syracuse, Onondaga County, New York, 13203, United States",43.0545964,-76.1304987
"349 Elm St, Syracuse, New York","349, Elm Street, Near Eastside, City of Syracuse, Onondaga County, New York, 13203, United States",43.053661568481004,-76.13032419310574
"413 Bear St, Syracuse, New York","413, Bear Street, Washington Square, City of Syracuse, Onondaga County, New York, 13208, United States",43.0707099,-76.1607565
"413 Bear St, Syracuse, New York","413, Bear Street, Washington Square, City of Syracuse, Onondaga County, New York, 13208, United States",43.07000636734694,-76.16117304081632
"104 Commonwealth Ave, Syracuse, New York","104, Commonwealth Avenue, Washington Square, City of Syracuse, Onondaga County, New York, 13208, United States",43.0715446,-76.1628705
"104 Commonwealth Ave, Syracuse, New York","104, Commonwealth Avenue, Washington Square, City of Syracuse, Onondaga County, New York, 13208, United States",43.07121471311297,-76.1630181107017
"107 Edgemont Dr, Syracuse, New York","107, Edgemont Drive, Meadowbrook, City of Syracuse, Onondaga County, New York, 13214, United States",43.039509949999996,-76.0921462899053
"107 Edgemont Dr, Syracuse, New York","107, Edgemont Drive, Meadowbrook, City of Syracuse, Onondaga County, New York, 13214, United States",43.03945662914213,-76.0930928335396
"1903 Geddes St, Syracuse, New York","1903, South Geddes Street, Strathmore, City of Syracuse, Onondaga County, New York, 13207, United States",43.0284908,-76.1748932
"1903 Geddes St, Syracuse, New York","1903, South Geddes Street, Strathmore, City of Syracuse, Onondaga County, New York, 13207, United States",43.028907836734696,-76.17501742857144
"312-14 Marlborough Rd, Syracuse, New York","Marlborough Road, Eastwood, City of Syracuse, Onondaga County, New York, 13206, United States",43.0693245,-76.112081
"220 Huntley St, Syracuse, New York","220, Huntley Street, Northside, City of Syracuse, Onondaga County, New York, 13208, United States",43.0776934,-76.1385458
"220 Huntley St, Syracuse, New York","220, Huntley Street, Northside, City of Syracuse, Onondaga County, New York, 13208, United States",43.077739,-76.13858343333332
"220 Huntley St, Syracuse, New York","220, Huntley Street, Northside, City of Syracuse, Onondaga County, New York, 13208, United States",43.07775147058824,-76.13870517647058
"243-45 Webster Ave, Syracuse, New York","Webster Avenue, Brighton, City of Syracuse, Onondaga County, New York, 13205, United States",43.0224402,-76.1452992
"410 Fitch St, Syracuse, New York","410, Fitch Street, Skunk City, City of Syracuse, Onondaga County, New York, 13204, United States",43.037997,-76.1766031
"410 Fitch St, Syracuse, New York","410, Fitch Street, Skunk City, City of Syracuse, Onondaga County, New York, 13204, United States",43.03795708163265,-76.17586887755103
"122 Ardmore Pl, Syracuse, New York","122, Ardmore Place, Northside, City of Syracuse, Onondaga County, New York, 13208, United States",43.0814196,-76.1428037
"122 Ardmore Pl, Syracuse, New York","122, Ardmore Place, Northside, City of Syracuse, Onondaga County, New York, 13208, United States",43.08137753846154,-76.14288564102564
"123 Academy Pl, Syracuse, New York","123, Academy Place, South Valley, City of Syracuse, Onondaga County, New York, 13207, United States",42.9967407,-76.1513513
"123 Academy Pl, Syracuse, New York","123, Academy Place, South Valley, City of Syracuse, Onondaga County, New York, 13207, United States",42.9967938109039,-76.15149481660995
"403 Scott Ave, Syracuse, New York","403, Scott Avenue, Meadowbrook, City of Syracuse, Onondaga County, New York, 13224, United States",43.0356825,-76.10660609248768
"403 Scott Ave, Syracuse, New York","403, Scott Avenue, Meadowbrook, City of Syracuse, Onondaga County, New York, 13224, United States",43.03524275,-76.10661570526317
"403 Scott Ave, Syracuse, New York","403, Scott Avenue, Meadowbrook, City of Syracuse, Onondaga County, New York, 13224, United States",43.03575422448979,-76.1068146122449
"232 Woodruff Ave, Syracuse, New York","232, Woodruff Avenue, Northside, City of Syracuse, Onondaga County, New York, 13203, United States",43.070258,-76.137577
"232 Woodruff Ave, Syracuse, New York","232, Woodruff Avenue, Northside, City of Syracuse, Onondaga County, New York, 13203, United States",43.06991914285714,-76.13761826530613
"108 Swansea Dr, Syracuse, New York","108, Swansea Drive, City of Syracuse, Onondaga County, New York, 13206, United States",43.0714344,-76.1201225
"108 Swansea Dr, Syracuse, New York","108, Swansea Drive, City of Syracuse, Onondaga County, New York, 13206, United States",43.071276733214326,-76.12042132546952
"155 Clifton Pl, Syracuse, New York","155, Clifton Place, City of Syracuse, Onondaga County, New York, 13206, United States",43.0660751,-76.1165935
"155 Clifton Pl, Syracuse, New York","155, Clifton Place, City of Syracuse, Onondaga County, New York, 13206, United States",43.06607849828623,-76.11667085599862
"461 Pleasantview Ave, Syracuse, New York","461, Pleasantview Avenue, Northside, Lyncourt, City of Syracuse, Onondaga County, New York, 13208, United States",43.0783623,-76.1346683
"461 Pleasantview Ave, Syracuse, New York","461, Pleasantview Avenue, Northside, Lyncourt, City of Syracuse, Onondaga County, New York, 13208, United States",43.07850586666667,-76.134619
"164 Baldwin Ave, Syracuse, New York","164, Baldwin Avenue, Elmwood, City of Syracuse, Onondaga County, New York, 13205, United States",43.014638,-76.1554319
"164 Baldwin Ave, Syracuse, New York","164, Baldwin Avenue, Elmwood, City of Syracuse, Onondaga County, New York, 13205, United States",43.01492271777965,-76.15530429939783
"820 Teall Ave, Syracuse, New York","820, Teall Avenue, Lincoln Park, City of Syracuse, Onondaga County, New York, 13206, United States",43.0590764,-76.1220054
"820 Teall Ave, Syracuse, New York","820, Teall Avenue, Lincoln Park, City of Syracuse, Onondaga County, New York, 13206, United States",43.058986272727275,-76.12214045454546
"1312 Cumberland Ave, Syracuse, New York","1312, Cumberland Avenue, City of Syracuse, Onondaga County, New York, 13210, United States",43.0216541,-76.1122113
"1312 Cumberland Ave, Syracuse, New York","1312, Cumberland Avenue, City of Syracuse, Onondaga County, New York, 13210, United States",43.02214969387755,-76.11214959183674
"806 Cumberland Ave, Syracuse, New York","806, Cumberland Avenue, University Neighborhood, City of Syracuse, Onondaga County, New York, 13210, United States",43.0301984,-76.1130537293024
"806 Cumberland Ave, Syracuse, New York","806, Cumberland Avenue, University Neighborhood, City of Syracuse, Onondaga County, New York, 13210, United States",43.03047936734694,-76.112894
"337 Forest Hill Dr, Syracuse, New York","337, Forest Hill Drive, Eastwood, City of Syracuse, Onondaga County, New York, 13206, United States",43.06272785,-76.11052916375812
"337 Forest Hill Dr, Syracuse, New York","337, Forest Hill Drive, Eastwood, City of Syracuse, Onondaga County, New York, 13206, United States",43.06274455295937,-76.11065045609882
"802 Spring St, Syracuse, New York","802, Spring Street, Washington Square, City of Syracuse, Onondaga County, New York, 13208, United States",43.0689994,-76.1514265
"802 Spring St, Syracuse, New York","802, Spring Street, Washington Square, City of Syracuse, Onondaga County, New York, 13208, United States",43.0689342,-76.15152348
"411 Bradley St, Syracuse, New York","411, Bradley Street, Strathmore, City of Syracuse, Onondaga County, New York, 13204, United States",43.0334169,-76.172438
"411 Bradley St, Syracuse, New York","411, Bradley Street, Strathmore, City of Syracuse, Onondaga County, New York, 13204, United States",43.03380296742671,-76.17242676808314
"107 Belle Ave, Syracuse, New York","107, Belle Avenue, North Valley, City of Syracuse, Onondaga County, New York, 13205, United States",43.0113457,-76.1430901
"107 Belle Ave, Syracuse, New York","107, Belle Avenue, North Valley, City of Syracuse, Onondaga County, New York, 13205, United States",43.01147655608212,-76.14233958214892
"117-19 Niven St, Syracuse, New York","Niven Street, Salt Springs, Dewitt, Onondaga County, New York, 13224, United States",43.047595,-76.106141
"316 Burdick Ave, Syracuse, New York","316, Burdick Avenue, City of Syracuse, Onondaga County, New York, 13208, United States",43.0774617,-76.155572
"316 Burdick Ave, Syracuse, New York","316, Burdick Avenue, City of Syracuse, Onondaga County, New York, 13208, United States",43.077485949999996,-76.15561690000001
"316 Burdick Ave, Syracuse, New York","316, Burdick Avenue, City of Syracuse, Onondaga County, New York, 13208, United States",43.07728397959184,-76.15522185714286
"1831 Butternut St, Syracuse, New York","1831, Butternut Street, Northside, City of Syracuse, Onondaga County, New York, 13208, United States",43.0762382,-76.1428674
"1831 Butternut St, Syracuse, New York","1831, Butternut Street, Northside, City of Syracuse, Onondaga County, New York, 13208, United States",43.076353,-76.142826
"1148 Glencove Rd, Syracuse, New York","1148, South Glencove Road, Eastwood, City of Syracuse, Onondaga County, New York, 13206, United States",43.064004,-76.0967576
"1148 Glencove Rd, Syracuse, New York","1148, South Glencove Road, Eastwood, City of Syracuse, Onondaga County, New York, 13206, United States",43.064053,-76.096676
"1148 Glencove Rd, Syracuse, New York","1148, North Glencove Road, Eastwood, City of Syracuse, Onondaga County, New York, 13206, United States",43.064783154126346,-76.09811382595343
"105 Birch St, Liverpool, New York","105, Birch Street, Village of Liverpool, Town of Salina, Onondaga County, New York, 13088, United States",43.104299,-76.21578964625655
"105 Birch St, Liverpool, New York","105, Birch Street, Village of Liverpool, Town of Salina, Onondaga County, New York, 13088, United States",43.104106,-76.215643
"460-62 Midland Ave, Syracuse, New York","Midland Avenue, North Valley, City of Syracuse, Onondaga County, New York, 13205, United States",43.011919,-76.1478
"460-62 Midland Ave, Syracuse, New York","Midland Avenue, Brighton, City of Syracuse, Onondaga County, New York, 13205, United States",43.021834,-76.149964
"460-62 Midland Ave, Syracuse, New York","Midland Avenue, Village of East Syracuse, Town of De Witt, Onondaga County, New York, 13057, United States",43.06831,-76.076864
"460-62 Midland Ave, Syracuse, New York","Midland Avenue, Southwest, City of Syracuse, Onondaga County, New York, 13205, United States",43.031416,-76.153828
"350 Ashdale Ave, Syracuse, New York","350, Ashdale Avenue, Eastwood, Lyncourt, City of Syracuse, Onondaga County, New York, 13206, United States",43.0750392,-76.1086564
"350 Ashdale Ave, Syracuse, New York","350, Ashdale Avenue, Eastwood, Lyncourt, City of Syracuse, Onondaga County, New York, 13206, United States",43.07480632502616,-76.10870334429997
"466 Midland Ave, Syracuse, New York","466, Midland Avenue, Southwest, City of Syracuse, Onondaga County, New York, 13204, United States",43.0344149,-76.155997
"466 Midland Ave, Syracuse, New York","466, Midland Avenue, Southwest, City of Syracuse, Onondaga County, New York, 13202, United States",43.0344894,-76.15582793333333
"466 Midland Ave, Syracuse, New York","466, Midland Avenue, Village of East Syracuse, Town of De Witt, Onondaga County, New York, 13057, United States",43.06825704081633,-76.08147748979592
"420-22 Douglas St, Syracuse, New York","Douglas Street, Near Northeast, City of Syracuse, Onondaga County, New York, 13203, United States",43.0597542,-76.1407831
"136 Dorwin Ave, Syracuse, New York","136, Dorwin Avenue, City of Syracuse, Onondaga County, New York, 13205, United States",42.9854795,-76.1451602
"136 Dorwin Ave, Syracuse, New York","136, Dorwin Avenue, City of Syracuse, Onondaga County, New York, 13205, United States",42.985390714285714,-76.14509342857143
"547-49 Hickok Ave, Syracuse, New York","Hickok Avenue, City of Syracuse, Onondaga County, New York, 13206, United States",43.058735,-76.113222
"547-49 Hickok Ave, Syracuse, New York","Hickok Avenue, City of Syracuse, Onondaga County, New York, 13206, United States",43.065136,-76.113794
"228-30 Duane St, Syracuse, New York","Duane Street, Skunk City, City of Syracuse, Onondaga County, New York, 13207, United States",43.031761,-76.178387
"114 Cortland Pl, Syracuse, New York","114, Cortland Place, North Valley, City of Syracuse, Onondaga County, New York, 13207, United States",43.0033115,-76.1526506
"114 Cortland Pl, Syracuse, New York","114, Cortland Place, North Valley, City of Syracuse, Onondaga County, New York, 13207, United States",43.003353088439496,-76.15275750904648
"168 Baldwin Ave, Syracuse, New York","168, Baldwin Avenue, Elmwood, City of Syracuse, Onondaga County, New York, 13205, United States",43.0144726,-76.1553749
"168 Baldwin Ave, Syracuse, New York","168, Baldwin Avenue, Elmwood, City of Syracuse, Onondaga County, New York, 13205, United States",43.014821927905054,-76.15530142425085
"1435-37 Midland Ave, Syracuse, New York","Midland Avenue, North Valley, City of Syracuse, Onondaga County, New York, 13205, United States",43.011919,-76.1478
"1435-37 Midland Ave, Syracuse, New York","Midland Avenue, Brighton, City of Syracuse, Onondaga County, New York, 13205, United States",43.021834,-76.149964
"1435-37 Midland Ave, Syracuse, New York","Midland Avenue, Village of East Syracuse, Town of De Witt, Onondaga County, New York, 13057, United States",43.06831,-76.076864
"1435-37 Midland Ave, Syracuse, New York","Midland Avenue, Southwest, City of Syracuse, Onondaga County, New York, 13205, United States",43.031416,-76.153828
"128 Hayden Ave, Syracuse, New York","128, Hayden Avenue, Far Westside, City of Syracuse, Onondaga County, New York, 13204, United States",43.0528657,-76.1960269
"128 Hayden Ave, Syracuse, New York","128, Hayden Avenue, Far Westside, City of Syracuse, Onondaga County, New York, 13204, United States",43.052560169221216,-76.19587874555478
"380 Kennedy St, Syracuse, New York","380, West Kennedy Street, Brighton, City of Syracuse, Onondaga County, New York, 13205, United States",43.0284316,-76.1569948
"380 Kennedy St, Syracuse, New York","380, West Kennedy Street, Brighton, City of Syracuse, Onondaga County, New York, 13205, United States",43.02835762548095,-76.15704521540812
"380 Kennedy St, Syracuse, New York","380, East Kennedy Street, Southwest, City of Syracuse, Onondaga County, New York, 13205, United States",43.031651653061225,-76.1430978367347
"120 Milnor Ave, Syracuse, New York","120, Milnor Avenue, Salt Springs, City of Syracuse, Onondaga County, New York, 13224, United States",43.04716445,-76.1024836201912
"120 Milnor Ave, Syracuse, New York","120, Milnor Avenue, Salt Springs, City of Syracuse, Onondaga County, New York, 13224, United States",43.047292852693836,-76.10273618589152
"101 Brandon Rd, DeWitt, New York","101, Brandon Road, Town of De Witt, Onondaga County, New York, 13057, United States",43.0744411,-76.0876392
"101 Brandon Rd, DeWitt, New York","101, Brandon Road, Dewitt, Onondaga County, New York, 13214, United States",43.04230455555555,-76.07611265656566
"101 Brandon Rd, DeWitt, New York","101, Brandon Road, Town of De Witt, Onondaga County, New York, 13057, United States",43.074519,-76.087417
"4668 Aqua Dr, Marcellus (town), New York","4668, Aqua Drive, Town of Marcellus, Onondaga County, New York, 13108, United States",42.996487,-76.3336105
"4668 Aqua Dr, Marcellus (town), New York","4668, Aqua Drive, Town of Marcellus, Onondaga County, New York, 13108, United States",42.99584488495783,-76.33394191189717
"5792 Seneca Tpke, Onondaga, New York","5792, East Seneca Turnpike, Town of Onondaga, Onondaga County, New York, 13078, United States",42.9976967,-76.119006
"701 Spring St, Syracuse, New York","701, Spring Street, Washington Square, City of Syracuse, Onondaga County, New York, 13208, United States",43.0682206,-76.1505398
"701 Spring St, Syracuse, New York","701, Spring Street, Washington Square, City of Syracuse, Onondaga County, New York, 13208, United States",43.068134,-76.150048
"122 Berger Ave, Syracuse, New York","122, Berger Avenue, North Valley, City of Syracuse, Onondaga County, New York, 13205, United States",43.016006,-76.154355
"122 Berger Ave, Syracuse, New York","122, Berger Avenue, North Valley, City of Syracuse, Onondaga County, New York, 13205, United States",43.016019567375245,-76.15428411342475
"321 Florence Ave, Syracuse, New York","321, East Florence Avenue, North Valley, City of Syracuse, Onondaga County, New York, 13205, United States",43.0072467,-76.1399397
"321 Florence Ave, Syracuse, New York","321, East Florence Avenue, North Valley, City of Syracuse, Onondaga County, New York, 13205, United States",43.00720420617311,-76.13974940690281
"601 Forest Dr, Cicero, New York","601, Forest Drive, City of Syracuse, Onondaga County, New York, 13212, United States",43.13052245,-76.11123979793595
"601 Forest Dr, Cicero, New York","601, Forest Drive, Town of Cicero, Onondaga County, New York, 13212, United States",43.13063,-76.111413
"4914 Driftwood Dr, Salina, New York","4914, Driftwood Drive, The Meadows, Salina, Town of Salina, Onondaga County, New York, 13088, United States",43.106918300000004,-76.1758994987599
"4914 Driftwood Dr, Salina, New York","4914, Driftwood Drive, The Meadows, Salina, Town of Salina, Onondaga County, New York, 13088, United States",43.107021,-76.176085
"121 Charles Ave, Solvay, New York","121, Charles Avenue, City of Syracuse, Town of Geddes, Onondaga County, New York, 13209, United States",43.0585172,-76.2003125
"121 Charles Ave, Solvay, New York","121, Charles Avenue, Village of Solvay, Town of Geddes, Onondaga County, New York, 13209, United States",43.05859549352053,-76.20041380184395
"116 Scottholm Terr, Syracuse, New York","116, Scottholm Terrace, City of Syracuse, Onondaga County, New York, 13224, United States",43.0421819,-76.1122331
"116 Scottholm Terr, Syracuse, New York","116, Scottholm Terrace, City of Syracuse, Onondaga County, New York, 13224, United States",43.042488015491934,-76.11212485452843
"1148-50 Cannon St, Syracuse, New York","Cannon Street, Brighton, City of Syracuse, Onondaga County, New York, 13205, United States",43.022678,-76.146712
"1148-50 Cannon St, Syracuse, New York","Cannon Street, North Valley, City of Syracuse, Onondaga County, New York, 13205, United States",43.016061,-76.145145
"735 Lemoyne Ave, Syracuse, New York","735, Lemoyne Avenue, Washington Square, City of Syracuse, Onondaga County, New York, 13208, United States",43.0749099,-76.159687
"735 Lemoyne Ave, Syracuse, New York","735, Lemoyne Avenue, Washington Square, City of Syracuse, Onondaga County, New York, 13208, United States",43.074364653061224,-76.15995385714285
"212 Delhi St, Syracuse, New York","212, Delhi Street, Lincoln Park, City of Syracuse, Onondaga County, New York, 13203, United States",43.0560711,-76.1318366
"212 Delhi St, Syracuse, New York","212, Delhi Street, Lincoln Park, City of Syracuse, Onondaga County, New York, 13203, United States",43.0559498,-76.131962
"195 Fiscoe Ave, Syracuse, New York","195, Fiscoe Avenue, South Valley, City of Syracuse, Onondaga County, New York, 13205, United States",42.9925037,-76.1476246
"195 Fiscoe Ave, Syracuse, New York","195, Fiscoe Avenue, South Valley, City of Syracuse, Onondaga County, New York, 13205, United States",42.99257575510204,-76.14746457142857
"243 Ostrander Ave, Syracuse, New York","243, West Ostrander Avenue, North Valley, City of Syracuse, Onondaga County, New York, 13205, United States",43.0137749,-76.1467886
"243 Ostrander Ave, Syracuse, New York","243, West Ostrander Avenue, North Valley, City of Syracuse, Onondaga County, New York, 13205, United States",43.01393822651127,-76.1464093695648
"248 Collingwood Ave, Syracuse, New York","248, South Collingwood Avenue, Eastwood, City of Syracuse, Onondaga County, New York, 13206, United States",43.0648387,-76.1075003
"248 Collingwood Ave, Syracuse, New York","248, North Collingwood Avenue, Eastwood, Lyncourt, City of Syracuse, Onondaga County, New York, 13206, United States",43.0721679,-76.1074673
"248 Collingwood Ave, Syracuse, New York","248, South Collingwood Avenue, Eastwood, City of Syracuse, Onondaga County, New York, 13206, United States",43.06517522448979,-76.10738026530612
"248 Collingwood Ave, Syracuse, New York","248, North Collingwood Avenue, Eastwood, Lyncourt, City of Syracuse, Onondaga County, New York, 13206, United States",43.07212157944899,-76.10752560874032
"120 Malverne Dr, Syracuse, New York","120, Malverne Drive, Northside, City of Syracuse, Onondaga County, New York, 13208, United States",43.0785872,-76.1419521
"120 Malverne Dr, Syracuse, New York","120, Malverne Drive, Northside, City of Syracuse, Onondaga County, New York, 13208, United States",43.078482298815466,-76.1418796854311
"122 John St, Syracuse, New York","122, John Street, Near Northeast, City of Syracuse, Onondaga County, New York, 13208, United States",43.0621378,-76.148479
"122 John St, Syracuse, New York","122, John Street, Near Northeast, City of Syracuse, Onondaga County, New York, 13208, United States",43.06207578710963,-76.14860516946904
"122 John St, Syracuse, New York","122, John Street, Village of North Syracuse, Town of Clay, Onondaga County, New York, 13212, United States",43.12509585678079,-76.13231262202416
"7922 Appleton Rd, Cicero, New York","7922, Appleton Road, Town of Cicero, Onondaga County, New York, 13039, United States",43.1538316,-76.1084507
"7922 Appleton Rd, Cicero, New York","7922, Appleton Road, Town of Cicero, Onondaga County, New York, 13039, United States",43.15418132051526,-76.10860959846184
"6181 Diffin Rd, Cicero, New York","6181, Diffin Road, Town of Cicero, Onondaga County, New York, 13039, United States",43.1727322,-76.1001526
"6181 Diffin Rd, Cicero, New York","6181, Diffin Road, Town of Cicero, Onondaga County, New York, 13039, United States",43.17270826813192,-76.09798312527363
"6008 Mckinley Rd, Cicero, New York","6008, McKinley Road, Town of Cicero, Onondaga County, New York, 13029, United States",43.194596662177645,-76.10399715728674
"304 Rita Dr, Clay, New York","304, Rita Drive, City of Syracuse, Onondaga County, New York, 13212, United States",43.1258879,-76.1650842
"304 Rita Dr, Clay, New York","304, Rita Drive, Town of Clay, Onondaga County, New York, 13212, United States",43.12579609381333,-76.16455580354237
"2067 Jamesville Ter, LaFayette, New York","2067, Jamesville Terrace, Town of LaFayette, Onondaga County, New York, 13078, United States",42.9704774,-76.0645322
"2067 Jamesville Ter, LaFayette, New York","2067, Jamesville Terrace, Town of LaFayette, Onondaga County, New York, 13078, United States",42.96979244511547,-76.06372800888761
"7774 Rolling Ridge Dr, Manlius (town), New York","7774, Rolling Ridge Drive, Town of Manlius, Onondaga County, New York, 13104, United States",42.9880647,-75.9775054
"7774 Rolling Ridge Dr, Manlius (town), New York","7774, Rolling Ridge Drive, Town of Manlius, Onondaga County, New York, 13104, United States",42.989692581204004,-75.97767752125864
"315 Shaver Ave, North Syracuse, New York","315, Shaver Avenue, Village of North Syracuse, Town of Clay, Onondaga County, New York, 13212, United States",43.1395671,-76.1379705
"315 Shaver Ave, North Syracuse, New York","315, Shaver Avenue, Village of North Syracuse, Town of Clay, Onondaga County, New York, 13212, United States",43.139664,-76.137966
"870 Franklin St, Skaneateles (town), New York","870, Franklin Street, Village of Skaneateles, Town of Skaneateles, Onondaga County, New York, 13152, United States",42.9461765,-76.4425182
"870 Franklin St, Skaneateles (town), New York","870, Franklin Street, Village of Skaneateles, Town of Skaneateles, Onondaga County, New York, 13152, United States",42.946818772763486,-76.44319824608533
"4908-10 Salina St, Syracuse, New York","South Salina Street, North Valley, City of Syracuse, Onondaga County, New York, 13205, United States",43.0035102,-76.1429303
"4908-10 Salina St, Syracuse, New York","South Salina Street, Brighton, City of Syracuse, Onondaga County, New York, 13205, United States",43.02245,-76.143822
"4908-10 Salina St, Syracuse, New York","North Salina Street, City of Syracuse, Onondaga County, New York, 13208, United States",43.056994,-76.152052
"4908-10 Salina St, Syracuse, New York","South Salina Street, Downtown, City of Syracuse, Onondaga County, New York, 13202, United States",43.0506372,-76.1521802
"4908-10 Salina St, Syracuse, New York","South Salina Street, Southwest, City of Syracuse, Onondaga County, New York, 13202, United States",43.040719,-76.150709
"4908-10 Salina St, Syracuse, New York","South Salina Street, City of Syracuse, Onondaga County, New York, 13205, United States",43.00048,-76.142722
"4908-10 Salina St, Syracuse, New York","South Salina Street, South Valley, City of Syracuse, Onondaga County, New York, 13205, United States",42.9992949,-76.1429073
"4908-10 Salina St, Syracuse, New York","South Salina Street, Southwest, City of Syracuse, Onondaga County, New York, 13202, United States",43.034237,-76.149307
"4908-10 Salina St, Syracuse, New York","South Salina Street, City of Syracuse, Onondaga County, New York, 13120, United States",42.986052,-76.14378
"4908-10 Salina St, Syracuse, New York","South Salina Street, Nedrow, Town of Onondaga, Onondaga County, New York, 13120, United States",42.9787069,-76.1419289
"222 Aberdeen Terr, Syracuse, New York","222, Aberdeen Terrace, City of Syracuse, Onondaga County, New York, 13206, United States",43.0614988,-76.0948614
"222 Aberdeen Terr, Syracuse, New York","222, Aberdeen Terrace, City of Syracuse, Onondaga County, New York, 13206, United States",43.061829537843394,-76.09481069785782
"264 Collingwood Ave, Syracuse, New York","264, South Collingwood Avenue, Eastwood, City of Syracuse, Onondaga County, New York, 13206, United States",43.0643877,-76.1074783
"264 Collingwood Ave, Syracuse, New York","264, North Collingwood Avenue, Eastwood, Lyncourt, City of Syracuse, Onondaga County, New York, 13206, United States",43.0725857,-76.1075612
"264 Collingwood Ave, Syracuse, New York","264, South Collingwood Avenue, Eastwood, City of Syracuse, Onondaga County, New York, 13206, United States",43.06484363265306,-76.10735202040817
"264 Collingwood Ave, Syracuse, New York","264, North Collingwood Avenue, Eastwood, Lyncourt, City of Syracuse, Onondaga County, New York, 13206, United States",43.07254910593199,-76.1075471449871
"210 Wayne St, Syracuse, New York","210, Wayne Street, Near Northeast, City of Syracuse, Onondaga County, New York, 13203, United States",43.0552661,-76.13982485
"210 Wayne St, Syracuse, New York","210, Wayne Street, Near Northeast, City of Syracuse, Onondaga County, New York, 13203, United States",43.05509093877551,-76.14039114285714
"809 Midland Ave, Syracuse, New York","809, Midland Avenue, Southwest, City of Syracuse, Onondaga County, New York, 13205, United States",43.031156,-76.1535466
"809 Midland Ave, Syracuse, New York","809, Midland Avenue, Southwest, City of Syracuse, Onondaga County, New York, 13205, United States",43.03127246938775,-76.15363995918368
"8200 Caughdenoy Rd, Clay, New York","8200, Caughdenoy Road, Rodger Corner, Town of Clay, Onondaga County, New York, 13041, United States",43.1675174,-76.1585833
"8200 Caughdenoy Rd, Clay, New York","8200, Caughdenoy Road, Rodger Corner, Town of Clay, Onondaga County, New York, 13041, United States",43.168349264081556,-76.15974075890719
"141 Riverdale Rd, Clay, New York","141, Riverdale Road, Town of Clay, Onondaga County, New York, 13090, United States",43.1381345,-76.2319421
"141 Riverdale Rd, Clay, New York","141, Riverdale Road, Town of Clay, Onondaga County, New York, 13090, United States",43.13836084274925,-76.22949109609128
"4964 Wintersweet Dr, Clay, New York","4964, Wintersweet Drive, Town of Clay, Onondaga County, New York, 13088, United States",43.1198774,-76.172422
